"full_name","html_url","clone_url","default_branch","description","matched_frameworks","stars","forks","language","topics","open_issues","size_kb","created_at","updated_at","pushed_at","license","lifetime_days","contributors","total_commits","commits_per_month"
"tandemai-inc/rdkit-mcp-server","https://github.com/tandemai-inc/rdkit-mcp-server","https://github.com/tandemai-inc/rdkit-mcp-server.git","master","MCP server that enables language models to interact with RDKit through natural language","pydantic-ai","40","6","Python","cheminformatics,chemistry,drug-discovery,llm,mcp,mcp-server,rdkit","0","138","2025-04-30T16:50:42Z","2026-05-18T16:20:10Z","2026-05-04T17:31:07Z","MIT","369","6","76","6.18"
"Genshin-bots/gsuid_core","https://github.com/Genshin-bots/gsuid_core","https://github.com/Genshin-bots/gsuid_core.git","master","💖一套业务逻辑，多个平台支持！异步核心框架GsCore，为插件编写提供完善平台支持、核心数据库统一、复用游戏查询逻辑、网页控制台，支持Bot列表: NoneBot2 & HoshinoBot & ZeroBot & YunZaiBot & Koishi","pydantic-ai","327","51","Python","genshin,genshin-impact,genshinuid","23","42103","2023-01-02T11:01:15Z","2026-06-13T04:23:14Z","2026-06-13T04:23:10Z","GPL-3.0","1257","34","846","20.19"
"Wh1isper/ya-mono","https://github.com/Wh1isper/ya-mono","https://github.com/Wh1isper/ya-mono.git","main","Yet Another Agent SDK, CLI, Claw, Agent Platform","pydantic-ai","15","1","Python","agents,ai,anthropic,claude,gemini,genai,llm,openai,openclaw,pydantic,pydantic-ai,skills","0","5490","2026-02-14T10:21:41Z","2026-06-12T07:01:20Z","2026-06-12T07:01:19Z","BSD-3-Clause","117","2","451","115.64"
"llm-agent-x/llm-agent-x","https://github.com/llm-agent-x/llm-agent-x","https://github.com/llm-agent-x/llm-agent-x.git","main","","pydantic-ai","21","7","Python","","0","1613","2025-01-05T16:53:40Z","2026-06-03T16:32:47Z","2025-12-09T05:54:11Z","MIT","337","3","374","33.29"
"Stirling-Tools/Stirling-PDF","https://github.com/Stirling-Tools/Stirling-PDF","https://github.com/Stirling-Tools/Stirling-PDF.git","main","#1 PDF Application on GitHub that lets you edit PDFs on any device anywhere","pydantic-ai","80769","7080","TypeScript","docker,hacktoberfest,java,pdf,pdf-converter,pdf-editor,pdf-manipulation,pdf-merger,pdf-ocr,pdf-tools,pdf-web-apps,pdfmerger,self-hosted","437","302810","2023-01-27T18:22:42Z","2026-06-13T20:07:13Z","2026-06-13T20:08:28Z","NOASSERTION","1233","296","5235","127.37"
"angr/angr","https://github.com/angr/angr","https://github.com/angr/angr.git","master","A powerful and user-friendly binary analysis platform!","pydantic-ai","8892","1177","Python","analysis,angr,binary,hacktoberfest","612","82753","2015-08-06T21:46:55Z","2026-06-13T17:51:57Z","2026-06-12T20:19:46Z","BSD-2-Clause","3962","309","14422","109.2"
"vstorm-co/pydantic-deepagents","https://github.com/vstorm-co/pydantic-deepagents","https://github.com/vstorm-co/pydantic-deepagents.git","main","Build Claude Code–style deep agents in Python: tool-calling, sandboxed execution, multi-agent teams, skills, checkpoints, and unlimited context — all on Pydantic AI.","pydantic-ai","864","98","Python","agent-framework,ai-agents,anthropic,claude-code,cli,coding-agent,deep-research,docker-sandbox,llms,mcp,playwright,pydantic,pydantic-ai,python,subagents,tui,vstorm","5","33992","2025-11-29T14:36:36Z","2026-06-13T20:05:25Z","2026-06-12T18:58:41Z","MIT","195","15","426","65.54"
"straylabs-ai/deadend-cli","https://github.com/straylabs-ai/deadend-cli","https://github.com/straylabs-ai/deadend-cli.git","main","Agentic pentest tooling. Currently achieving 81% (KIMI K2.5) on XBOW's benchmark in full black-box. Completely Self-hosted. Every model available on LiteLLM (Ollama, anthropic, openai...)","pydantic-ai","251","43","Python","agentic-ai,ai,cybersecurity,cybersecurity-tools,offensive-security,pentesting,secure-coding","8","341830","2025-07-22T21:27:14Z","2026-06-13T11:49:00Z","2026-05-16T17:36:55Z","AGPL-3.0","297","4","382","38.59"
"everruns/bashkit","https://github.com/everruns/bashkit","https://github.com/everruns/bashkit.git","main","Virtual Bash interpreter with a virtual file system for multi-tenant environments.","pydantic-ai","163","18","Rust","agents,bash,everruns","1","15151","2026-01-31T00:05:52Z","2026-06-13T16:42:54Z","2026-06-13T16:42:52Z","MIT","133","7","1475","332.71"
"agent-network-protocol/anp","https://github.com/agent-network-protocol/anp","https://github.com/agent-network-protocol/anp.git","master","Our vision is to provide communication capabilities for intelligent agents, allowing them to connect with each other to form a collaborative network of intelligent agents.","pydantic-ai","321","52","Python","agent,ai,did","16","4595","2024-08-04T02:59:33Z","2026-06-13T16:01:12Z","2026-06-13T16:06:55Z","Apache-2.0","678","15","331","14.65"
"mschwaig/vibenix","https://github.com/mschwaig/vibenix","https://github.com/mschwaig/vibenix.git","main","AI assistant for nix packaging","pydantic-ai","14","3","Python","llm,nix,packaging","19","4188","2024-03-12T16:24:54Z","2026-03-09T10:49:23Z","2026-05-08T14:29:56Z","AGPL-3.0","786","3","456","17.4"
"climatepolicyradar/knowledge-graph","https://github.com/climatepolicyradar/knowledge-graph","https://github.com/climatepolicyradar/knowledge-graph.git","main","","pydantic-ai","23","4","Python","","4","36094","2024-02-14T13:49:28Z","2026-06-11T14:43:20Z","2026-06-11T14:39:49Z","Apache-2.0","848","21","1473","52.11"
"CloudChef/atlasclaw","https://github.com/CloudChef/atlasclaw","https://github.com/CloudChef/atlasclaw.git","main","AtlasClaw is an enterprise agent framework supporting mutliple users and multi system integration. ","pydantic-ai","50","14","Python","agent,agent-skills,agentic-ai,agents,ai-integration,openclaw","0","5692","2026-03-11T02:09:32Z","2026-06-13T04:58:15Z","2026-06-13T04:58:11Z","Apache-2.0","94","12","417","133.09"
"flare-foundation/flare-ai-kit","https://github.com/flare-foundation/flare-ai-kit","https://github.com/flare-foundation/flare-ai-kit.git","main","🚧 SDK for building verifiable AI Agents on Flare using Confidential Space","pydantic-ai","26","32","Python","ai,confidential-computing,flare-network,sdk","49","71500","2025-03-11T14:48:49Z","2026-05-05T13:00:05Z","2026-04-04T06:41:59Z","Apache-2.0","388","11","297","22.96"
"youware-labs/pai-agent-sdk","https://github.com/youware-labs/pai-agent-sdk","https://github.com/youware-labs/pai-agent-sdk.git","main","Application framework for building AI agents with Pydantic AI. Used to build the next-generation agent system of YouWare.","pydantic-ai","21","4","Python","","10","1676","2026-01-13T10:23:45Z","2026-06-06T21:52:44Z","2026-06-08T16:31:59Z","BSD-3-Clause","146","2","144","29.59"
"vstorm-co/summarization-pydantic-ai","https://github.com/vstorm-co/summarization-pydantic-ai","https://github.com/vstorm-co/summarization-pydantic-ai.git","main","Context Management processor for Pydantic AI agents, providing LLM-powered summarization or zero-cost sliding window trimming to handle infinite/long-running conversations without context overflow. Supports flexible triggers, safe cutoffs, and custom prompts for efficient AI apps.","pydantic-ai","52","10","Python","ai-agents,anthropic,chatgpt,claude,context-engineering,deepagents,gemini,llm,pydantic-ai,python,vstorm","2","1206","2026-01-20T21:21:46Z","2026-06-11T10:29:27Z","2026-06-03T23:34:17Z","MIT","134","3","67","15.0"
"timescale/tiger-slack","https://github.com/timescale/tiger-slack","https://github.com/timescale/tiger-slack.git","main","Real-time Slack ingest and MCP server to power your agentic Slack bots","pydantic-ai","48","3","Python","agentic-ai,mcp-server,slackbot,timescaledb","16","696","2025-09-02T18:04:52Z","2026-06-10T15:18:15Z","2026-06-10T15:08:23Z","Apache-2.0","280","6","222","23.79"
"monarch-initiative/aurelian","https://github.com/monarch-initiative/aurelian","https://github.com/monarch-initiative/aurelian.git","main","A motley crew of agents developed by the Monarch Initiative","pydantic-ai","26","4","Python","","31","34314","2025-02-14T01:33:36Z","2026-05-21T22:46:26Z","2025-11-17T01:00:48Z","MIT","275","8","367","40.04"
"shotgun-sh/shotgun","https://github.com/shotgun-sh/shotgun","https://github.com/shotgun-sh/shotgun.git","main","Spec Driven Development 🤠 Write codebase-aware specs for AI coding agents so they don't derail.","pydantic-ai","679","34","Python","cli,codebase-indexing,developer-tools,prd,spec-driven-development,specification-generation,technical-documentation","3","5421","2025-08-05T08:53:12Z","2026-06-11T18:29:47Z","2026-06-02T01:07:26Z","MIT","300","7","488","48.8"
"mpfaffenberger/code_puppy","https://github.com/mpfaffenberger/code_puppy","https://github.com/mpfaffenberger/code_puppy.git","main","Agentic AI for writing code","pydantic-ai","613","187","Python","","129","11368","2025-05-27T02:50:43Z","2026-06-13T18:38:55Z","2026-06-13T20:01:01Z","MIT","382","59","1808","141.99"
"AxWise-GmbH/axwise-flow","https://github.com/AxWise-GmbH/axwise-flow","https://github.com/AxWise-GmbH/axwise-flow.git","main","Your AI Context Engineering 2.0 Agent - from Raw Idea to Actionable Plan","pydantic-ai","62","4","Python","context-engineering,conversational-ai,data-processing,design-thinking,user-interview","1","94357","2025-05-08T10:09:08Z","2026-06-12T01:23:52Z","2026-05-12T12:38:06Z","Apache-2.0","369","3","496","40.33"
"ratel-ai/ratel","https://github.com/ratel-ai/ratel","https://github.com/ratel-ai/ratel.git","main","The Context Engineering platform","pydantic-ai","103","7","TypeScript","","9","4011","2025-11-12T15:09:11Z","2026-06-12T21:34:06Z","2026-06-12T17:47:07Z","MIT","212","5","37","5.24"
"ggozad/oterm","https://github.com/ggozad/oterm","https://github.com/ggozad/oterm.git","main","the terminal client for LLMs","pydantic-ai","2392","133","Python","llm,llms,machine-learning,ollama,python,terminal","7","36518","2023-10-10T07:29:26Z","2026-06-12T14:47:04Z","2026-06-08T09:01:46Z","MIT","972","25","826","25.49"
"basnijholt/agent-cli","https://github.com/basnijholt/agent-cli","https://github.com/basnijholt/agent-cli.git","main","Local transcription, agentic coding worktree management, RAG and memory proxies, TTS and STT servers with smart memory management, MacOS App (OSS Wisprflow), and more!","pydantic-ai","211","20","Python","","42","108415","2025-06-25T16:35:10Z","2026-06-11T18:29:36Z","2026-06-10T18:52:44Z","MIT","350","6","909","77.91"
"Lossfunk/indiaml-tracker","https://github.com/Lossfunk/indiaml-tracker","https://github.com/Lossfunk/indiaml-tracker.git","main","","pydantic-ai","87","11","TypeScript","","20","119275","2025-01-26T13:16:05Z","2026-04-17T11:27:11Z","2025-09-29T11:57:10Z","MIT","245","6","142","17.39"
"codeligence/dev-agents","https://github.com/codeligence/dev-agents","https://github.com/codeligence/dev-agents.git","main","AI Agents for Dev Teams - Your new Digital Teammate","pydantic-ai","19","3","Python","","6","687","2025-06-25T08:58:23Z","2026-05-28T14:44:31Z","2026-05-25T08:09:53Z","MIT","333","5","55","4.95"
"syda-ai/syda","https://github.com/syda-ai/syda","https://github.com/syda-ai/syda.git","main","Synthetic data generation with llms","pydantic-ai","95","8","Python","","2","5010","2025-05-11T19:46:15Z","2026-06-10T12:39:43Z","2026-06-10T12:39:56Z","MIT","394","8","260","19.8"
"synapticore-io/marimo-flow","https://github.com/synapticore-io/marimo-flow","https://github.com/synapticore-io/marimo-flow.git","main","Agentic scientific-computing platform: a reactive multi-agent team that orchestrates PINA physics-informed neural-network workflows via pydantic-graph, with MLflow tracing/provenance and a marimo chat UI (plus A2A & AG-UI servers).","pydantic-ai","13","1","Python","agentic-ai,machine-learning,marimo,mcp,mlflow,multi-agent,notebooks,ollama,pde-solver,physics-informed-neural-networks,pina,pydantic-ai,pydantic-graph,pytorch,reactive,scientific-computing,visualization","2","11397","2025-05-22T08:18:00Z","2026-06-10T08:32:26Z","2026-05-08T15:40:19Z","MIT","351","4","184","15.73"
"vladkesler/initrunner","https://github.com/vladkesler/initrunner","https://github.com/vladkesler/initrunner.git","main","Define AI agent roles in YAML and run them anywhere: CLI, API server, or autonomous daemon","pydantic-ai","40","6","Python","agent-framework,ai-agents,ai-automation,ai-tools,autonomous-agents,cli,llm,llm-agents,mcp,multi-agent,no-code,openai-compatible,pydantic-ai,python,rag,yaml,yaml-configuration","2","10749","2026-02-09T23:41:05Z","2026-06-13T04:17:59Z","2026-06-08T04:45:08Z","Apache-2.0","118","2","392","99.66"
"BioGeMT/agentomics-ml","https://github.com/BioGeMT/agentomics-ml","https://github.com/BioGeMT/agentomics-ml.git","main","Autonomous agentic system for supervised machine learning model development.","pydantic-ai","23","5","Python","","2","71316","2025-01-29T10:26:53Z","2026-06-10T08:45:44Z","2026-06-11T14:05:07Z","MIT","498","10","1206","72.65"
"vstorm-co/pydantic-ai-shields","https://github.com/vstorm-co/pydantic-ai-shields","https://github.com/vstorm-co/pydantic-ai-shields.git","main","Guardrail capabilities for Pydantic AI — cost tracking, prompt injection detection, PII filtering, secret redaction, tool permissions, and async guardrails. Built on pydantic-ai's native capabilities API.","pydantic-ai","72","10","Python","ai-agents,ai-guardrails,ai-safety,anthropic,async,content-moderation,guardrails,input-validation,llm,middlewares,openai,pii-redaction,pydantic,pydantic-ai,python,rate-limiting,type-safe,vstorm","1","1064","2025-12-28T16:52:45Z","2026-06-07T16:43:17Z","2026-06-07T16:43:15Z","MIT","160","6","96","18.0"
"scaleapi/scale-agentex-python","https://github.com/scaleapi/scale-agentex-python","https://github.com/scaleapi/scale-agentex-python.git","main","Official Python SDK for Agentex","openai-agents, pydantic-ai","19","8","Python","","34","8985","2025-07-18T01:05:33Z","2026-06-10T20:43:19Z","2026-06-12T07:33:33Z","Apache-2.0","329","31","2031","185.2"
"EvoTestOps/AISysRev","https://github.com/EvoTestOps/AISysRev","https://github.com/EvoTestOps/AISysRev.git","main","LLM-based Tool for Title-abstract Screening","pydantic-ai","17","3","Python","llm,systematic-review,webapp","29","5184","2025-02-26T11:44:47Z","2026-05-26T06:55:29Z","2026-06-12T10:39:44Z","MIT","470","5","818","52.21"
"The-AI-Republic/pi-dash","https://github.com/The-AI-Republic/pi-dash","https://github.com/The-AI-Republic/pi-dash.git","main","AI Agent Orchestration Platform","pydantic-ai","15","2","TypeScript","","23","39365","2026-04-17T23:22:41Z","2026-06-13T19:44:36Z","2026-06-13T19:44:34Z","AGPL-3.0","56","2","415","222.32"
"gramps-project/gramps-web-api","https://github.com/gramps-project/gramps-web-api","https://github.com/gramps-project/gramps-web-api.git","master","A RESTful web API for Gramps - backend of Gramps Web","pydantic-ai","204","138","Python","flask,genealogy,gramps,hacktoberfest,python,rest-api","29","2891","2020-08-13T13:50:43Z","2026-06-10T16:50:23Z","2026-06-10T16:46:56Z","AGPL-3.0","2127","26","712","10.04"
"ggozad/haiku.rag","https://github.com/ggozad/haiku.rag","https://github.com/ggozad/haiku.rag.git","main","Opinionated agentic RAG powered by LanceDB, Pydantic AI, and Docling","pydantic-ai","538","36","Python","ai,docling,lancedb,mcp,mcp-server,ml,pydantic-ai,rag","4","41622","2024-10-13T15:12:23Z","2026-06-12T07:29:44Z","2026-06-12T07:31:43Z","MIT","606","8","1923","95.2"
"RedHatProductSecurity/aegis-ai","https://github.com/RedHatProductSecurity/aegis-ai","https://github.com/RedHatProductSecurity/aegis-ai.git","main","genAI agent providing security context, tooling for performing security analysis on CVE, components and more","pydantic-ai","30","13","HTML","","5","22868","2025-05-19T17:17:45Z","2026-06-08T14:29:03Z","2026-06-11T12:19:30Z","MIT","387","9","1353","104.88"
"zyndai/zyndai-python-sdk","https://github.com/zyndai/zyndai-python-sdk","https://github.com/zyndai/zyndai-python-sdk.git","main","Langchain and Autogen wrapper to allow agents to communicated and get Identity on Zynd AI","pydantic-ai","38","2","Python","","1","1418","2025-03-29T18:11:32Z","2026-05-29T13:51:19Z","2026-05-29T13:51:15Z","","425","5","148","10.45"
"coleam00/PydanticAI-Research-Agent","https://github.com/coleam00/PydanticAI-Research-Agent","https://github.com/coleam00/PydanticAI-Research-Agent.git","main","Pydantic AI Research Agent Built with the PRP Framework Template","pydantic-ai","135","53","Python","","8","301","2025-07-21T16:31:48Z","2026-06-07T08:40:42Z","2025-11-17T14:10:41Z","","118","2","14","3.56"
"pydantic/pydantic-ai-harness","https://github.com/pydantic/pydantic-ai-harness","https://github.com/pydantic/pydantic-ai-harness.git","main","Batteries for your Pydantic AI agent.","pydantic-ai","547","39","Python","","170","3554","2026-03-20T19:58:53Z","2026-06-13T04:19:44Z","2026-06-13T01:51:04Z","MIT","84","8","56","20.0"
"eracle/OpenOutreach","https://github.com/eracle/OpenOutreach","https://github.com/eracle/OpenOutreach.git","main","Linkedin Automation Tool: Describe your product. Define your target market. The AI finds the leads for you.","pydantic-ai","2090","396","Python","agent,agentic,automated-outreach,automation,bot,chromium-browser,linkedin,linkedin-automation,linkedin-bot,linkedinbot,llm,marketing,marketing-automation,marketing-outreach,outreach,playwright,playwright-stealth,scraper,scraping","71","13806","2016-10-07T18:10:30Z","2026-06-13T18:47:49Z","2026-06-13T19:06:12Z","NOASSERTION","3536","7","767","6.51"
"yezz123/ai-template","https://github.com/yezz123/ai-template","https://github.com/yezz123/ai-template.git","main","Multi-tenant SaaS boilerplate built on FastAPI & Authx :sparkles:","pydantic-ai","251","40","Python","ai,asyncio,authx,fastapi,nextjs,python,rest-api,sqlalchemy,swagger-ui,uvicorn","2","2452","2021-05-12T07:43:32Z","2026-06-12T18:35:38Z","2026-06-02T11:30:55Z","MIT","1847","8","173","2.81"
"hongbo-miao/hongbomiao.com","https://github.com/hongbo-miao/hongbomiao.com","https://github.com/hongbo-miao/hongbomiao.com.git","main","A personal research and development (R&D) lab that facilitates the sharing of knowledge.","pydantic-ai","297","50","Python","aerospace,autonomy,cloud-native,computational-fluid-dynamics,computer-vision,distributed-tracing,embedded,graphql,high-performance-computing,infrastructure-as-code,kubernetes,llm,machine-learning,matlab,mlops,neural-network,robot-operating-system,rust,service-mesh,transformer","29","377099","2019-02-27T01:47:30Z","2026-06-13T10:46:09Z","2026-06-13T19:06:39Z","MIT","2663","12","44243","498.42"
"JohnnyFiv3r/Core-Memory","https://github.com/JohnnyFiv3r/Core-Memory","https://github.com/JohnnyFiv3r/Core-Memory.git","master","Drop-in causal memory for AI agents. Append-only event store with associations and bounded memory injection.","pydantic-ai","18","3","Python","agent-framework,agent-memory,ai-agents,ai-infrastructure,event-sourcing,knowledge-graph,llm-agents","0","7489","2026-02-27T02:17:32Z","2026-06-12T22:58:45Z","2026-06-13T15:40:11Z","Apache-2.0","106","7","485","137.26"
"btseytlin/hr-breaker","https://github.com/btseytlin/hr-breaker","https://github.com/btseytlin/hr-breaker.git","main","Optimize resume for jobs, now with AI","pydantic-ai","790","120","Python","","8","634","2026-01-29T16:11:53Z","2026-06-09T15:23:34Z","2026-04-17T14:43:21Z","MIT","77","5","61","23.77"
"UNC-Robotics/eos","https://github.com/UNC-Robotics/eos","https://github.com/UNC-Robotics/eos.git","master","The Experiment Orchestration System (EOS) is a comprehensive software framework and runtime for laboratory automation. ","pydantic-ai","13","7","Python","","0","12804","2024-09-15T20:28:42Z","2026-06-10T16:24:26Z","2026-06-10T16:25:35Z","BSD-3-Clause","632","3","68","3.23"
"knitli/codeweaver","https://github.com/knitli/codeweaver","https://github.com/knitli/codeweaver.git","main","Semantic code search for AI agents — 166+ languages, hybrid search, works offline","pydantic-ai","11","3","Python","ai,ai-agents,anthropic-claude,automation,codegen,codeweaver,developer-tools,devtools,discovery-engine,hybrid-search,knitli,llm-agent,mcp,mcp-server,open-source,openai,python,qdrant,search,vector-search","80","29160","2025-07-23T14:42:58Z","2026-05-24T07:35:11Z","2026-06-13T17:45:40Z","Apache-2.0","325","6","1430","132.0"
"mochow13/pydantic-ai-litellm","https://github.com/mochow13/pydantic-ai-litellm","https://github.com/mochow13/pydantic-ai-litellm.git","main","LiteLLM model integration for Pydantic AI framework - access 100+ LLM providers through a unified interface","pydantic-ai","24","3","Python","","1","782","2025-08-13T17:17:08Z","2026-06-09T09:32:57Z","2026-06-01T20:20:31Z","MIT","292","2","31","3.18"
"datalayer/agent-runtimes","https://github.com/datalayer/agent-runtimes","https://github.com/datalayer/agent-runtimes.git","main","🤖 🚀 Agent Runtimes - Expose AI Agents through multiple protocols.","pydantic-ai","20","3","TypeScript","a2a,acp,ag-ui,ai,ai-agent,runtimes","32","5295","2025-11-19T09:38:03Z","2026-06-09T04:19:34Z","2026-06-09T04:19:29Z","NOASSERTION","201","6","92","13.73"
"StacklokLabs/mcp-tef","https://github.com/StacklokLabs/mcp-tef","https://github.com/StacklokLabs/mcp-tef.git","main","MCP Alignment & Linting Tool","pydantic-ai","11","3","Python","","19","1214","2025-12-11T09:41:40Z","2026-04-12T10:24:41Z","2026-06-12T05:49:41Z","Apache-2.0","182","6","103","16.98"
"agentveil-protocol/agentveil-sdk","https://github.com/agentveil-protocol/agentveil-sdk","https://github.com/agentveil-protocol/agentveil-sdk.git","main","Action Control for autonomous agents. Check posture. Gate risky actions. Prove execution. Fits your existing agent stack.","pydantic-ai","11","3","Python","agent-control,ai-agents,controlled-actions,did,eigentrust,mcp,python,python-sdk,reputation,runtime-gate,signed-receipts,sybil-detection,trust-infrastructure","1","14514","2026-03-19T19:02:33Z","2026-06-09T17:41:46Z","2026-06-09T17:48:43Z","MIT","81","2","324","120.0"
"HexamindOrganisation/hexgate","https://github.com/HexamindOrganisation/hexgate","https://github.com/HexamindOrganisation/hexgate.git","main","Authorization infrastructure for AI agents - policy enforcement, signed WASM bundles, per-request user scope, and audit trail for OpenAI Agents, LangChain, Google ADK, and Pydantic AI.","pydantic-ai","14","0","Python","agent-harness,ai,ai-agents,audit-log,authorization,biscuit-auth,google-adk,langchain,langfuse,langgraph,llm-agents,opa,openai-agents,policy-enforcement,pydantic-ai,rbac,rego,wasm","0","3776","2026-04-15T07:23:13Z","2026-06-12T19:30:35Z","2026-06-12T15:30:51Z","MIT","58","3","56","28.97"
"Zulko/wiki_dump_extractor","https://github.com/Zulko/wiki_dump_extractor","https://github.com/Zulko/wiki_dump_extractor.git","main","Code to extract and process wikipedia pages from a XML dump","pydantic-ai","12","0","Python","llms,parsing,wikipedia","0","457","2025-03-02T14:53:34Z","2025-09-02T13:40:31Z","2025-06-02T05:04:01Z","MIT","91","2","32","10.55"
"ikamensh/kodo","https://github.com/ikamensh/kodo","https://github.com/ikamensh/kodo.git","dev","Orchestrator for AI coding (claude code, cursor, codex, gemini)","pydantic-ai","107","6","Python","","0","4484","2026-02-18T09:40:03Z","2026-06-12T10:14:41Z","2026-06-12T10:14:36Z","MIT","114","4","340","89.47"
"SmartFlowAI/EmoLLM","https://github.com/SmartFlowAI/EmoLLM","https://github.com/SmartFlowAI/EmoLLM.git","main","心理健康大模型 (LLM x Mental Health), Pre & Post-training & Dataset & Evaluation & Depoly & RAG,  with InternLM / Qwen / Baichuan / DeepSeek / Mixtral / LLama / GLM series models","metagpt","1750","221","Python","dataset,depoly,evaluation,llm,post-training,the-big-model-of-mental-health","4","265059","2024-01-11T08:58:19Z","2026-06-10T16:50:52Z","2025-08-19T07:49:58Z","MIT","585","37","820","42.05"
"FromCSUZhou/Econometrics-Agent","https://github.com/FromCSUZhou/Econometrics-Agent","https://github.com/FromCSUZhou/Econometrics-Agent.git","main","Econometrics AI Agent: A specialized LLM-driven agent for automating complex econometric analysis with zero-shot learning, outperforming general AI in expert tasks. 🚀","metagpt","355","62","Python","","8","16344","2024-09-04T15:32:28Z","2026-06-09T05:29:29Z","2025-07-01T16:09:16Z","Apache-2.0","300","3","44","4.4"
"SocialAI-tianji/Tianji","https://github.com/SocialAI-tianji/Tianji","https://github.com/SocialAI-tianji/Tianji.git","main","制作懂人情世故的大语言模型 | 涵盖提示词工程、RAG、Agent、LLM微调教程","metagpt","1796","158","Python","finetuning,gpt,llm,prompt,qwen,rag","4","8706","2023-12-14T01:55:38Z","2026-06-13T11:16:14Z","2025-04-29T14:07:52Z","Apache-2.0","502","14","559","33.41"
"agiresearch/Cerebrum","https://github.com/agiresearch/Cerebrum","https://github.com/agiresearch/Cerebrum.git","main","Cerebrum: Agent SDK for AIOS","metagpt","144","63","Python","","3","3859","2024-11-23T01:48:50Z","2026-06-11T15:11:30Z","2026-04-23T20:22:00Z","NOASSERTION","516","17","193","11.22"
"wangwenju269/work_space","https://github.com/wangwenju269/work_space","https://github.com/wangwenju269/work_space.git","main","NLP 项目记录档案","metagpt","63","7","Python","","2","151913","2023-05-16T09:27:39Z","2026-04-21T07:37:23Z","2025-04-20T11:33:01Z","","705","2","172","7.32"
"tanghaom/AppEvalPilot","https://github.com/tanghaom/AppEvalPilot","https://github.com/tanghaom/AppEvalPilot.git","main","","metagpt","83","15","Python","","1","7963","2025-03-07T03:15:09Z","2026-04-15T12:58:11Z","2026-04-03T13:32:09Z","MIT","392","4","124","9.49"
"PathOnAIOrg/awesome-ai-agents","https://github.com/PathOnAIOrg/awesome-ai-agents","https://github.com/PathOnAIOrg/awesome-ai-agents.git","main","Collection of Materials on AI Agents","metagpt","46","9","Python","ai-agents,autonomous-agents,awesome,llm-agents","0","526","2024-06-04T21:44:04Z","2026-05-20T07:35:31Z","2026-02-11T21:15:58Z","","616","4","49","2.39"
"LLMAudit/LLMSmartAuditTool","https://github.com/LLMAudit/LLMSmartAuditTool","https://github.com/LLMAudit/LLMSmartAuditTool.git","main","LLM-SmartAudit is a cutting-edge tool designed to revolutionize smart contract auditing using advanced language models.","camel-ai","71","13","Solidity","","5","481132","2024-07-25T12:06:35Z","2026-06-10T11:01:24Z","2025-08-17T10:37:10Z","Apache-2.0","387","2","47","3.64"
"SALT-NLP/search_privacy_risk","https://github.com/SALT-NLP/search_privacy_risk","https://github.com/SALT-NLP/search_privacy_risk.git","main","Code for the paper ""Searching Privacy Risks in Multi-Agent Systems via Simulation""","agentops, camel-ai","22","2","Jupyter Notebook","agent,llm,llm-agents,multi-agent,privacy,privacy-risks,simulation","1","46441","2025-08-13T18:58:44Z","2026-05-14T08:33:05Z","2025-10-13T05:27:19Z","","60","3","13","6.5"
"camel-ai/GBQA","https://github.com/camel-ai/GBQA","https://github.com/camel-ai/GBQA.git","main","An open-source benchmark towards industrial-level quality assurance evaluation for agents.","camel-ai","12","5","Python","agent,benchmark,camel,coding,harbor,llm,software","0","5911","2026-03-24T20:45:51Z","2026-06-12T01:39:27Z","2026-06-12T13:06:15Z","Apache-2.0","79","4","66","25.06"
"xsj2024/2025PKU-AI-WM","https://github.com/xsj2024/2025PKU-AI-WM","https://github.com/xsj2024/2025PKU-AI-WM.git","slay","2025上半年北京大学AI基础董豪班LLM大作业未名组","camel-ai","30","1","Python","","0","1120160","2025-04-14T12:16:31Z","2026-03-29T12:52:14Z","2025-06-27T06:10:56Z","","73","2","12","4.93"
"InternScience/InternAgent","https://github.com/InternScience/InternAgent","https://github.com/InternScience/InternAgent.git","main","InternAgent-1.5: A Unified Agentic Framework for Long-Horizon Autonomous Scientific Discovery","agentops, camel-ai","1322","120","Python","agentic-framework,ai-scientists,automatic-paper-survey,automatic-scientific-discovery,coding-agents,hypothesis-generation,llm-coder,multi-agent-systems","0","144067","2025-05-16T09:31:16Z","2026-06-11T12:53:57Z","2026-06-10T08:20:53Z","NOASSERTION","389","9","47","3.62"
"RenqiChen/Virtual-Scientists-v2","https://github.com/RenqiChen/Virtual-Scientists-v2","https://github.com/RenqiChen/Virtual-Scientists-v2.git","main","Multi-Agent System for Science of Science","agentops, camel-ai","22","1","Python","agent-based-simulation,large-language-models,large-scale-simulation,llm-based-systems,multi-agent-systems,science-of-science,social-sciences","0","8621","2025-04-22T02:51:09Z","2026-05-22T11:48:26Z","2026-02-05T01:41:28Z","Apache-2.0","288","4","70","7.29"
"PUITAR/DeepSlide","https://github.com/PUITAR/DeepSlide","https://github.com/PUITAR/DeepSlide.git","main","Not just slides - delivery-ready talks","camel-ai","67","2","Python","llm,multiagent,multiagent-systems,multimodal,open-source,presentation,presentation-materials,slides,vlm","0","164904","2025-12-15T17:31:52Z","2026-05-22T14:45:55Z","2026-05-20T05:19:51Z","MIT","155","2","24","4.65"
